pair_id,task,gamma,temperature,is_baseline,mean_tps,std_tps,p95_tps,mean_acceptance_rate,mean_acceptance_length,mean_ttft_ms,mean_peak_vram_gb,mean_draft_overhead,speedup
G,humaneval,0,0.0,True,7.39,0.01,7.4,1.0,1.0,463.5,19.29,0.0,1.0
G,humaneval,1,0.0,False,4.35,0.02,4.37,0.6042,0.6,508.79,19.38,0.1082,0.589
