pair_id,task,gamma,temperature,is_baseline,mean_tps,std_tps,p95_tps,mean_acceptance_rate,mean_acceptance_length,mean_ttft_ms,mean_peak_vram_gb,mean_draft_overhead,speedup
F,humaneval,0,0.0,True,9.66,0.02,9.67,1.0,1.0,168.26,9.31,0.0,1.0
F,humaneval,1,0.0,False,9.31,0.07,9.37,0.6316,0.63,206.6,9.39,0.2108,0.964
